Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Sinclair Periodontics,https://sinclairperiodontics963.example,+17095729622,Houston,TX,8,Periodontics,at_risk,1,organizational_design,at_risk,2025-07-04
Pinehurst Dentistry,https://pinehurstdentistry.example,+18482588262,Phoenix,AZ,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-09-20
Ashford Children’s Dental,https://ashfordchildrensdental.example,+13692391602,Philadelphia,PA,8,Pediatric Dentistry,active_client,1,organizational_design,healthy,2026-06-28
Fieldstone Dental Collective,https://fieldstonedentalcollective966.example,+14537334064,San Antonio,TX,168,Dental Services Organization,active_client,12,organizational_design,healthy,2024-12-22
Sinclair Dental Collective,https://sinclairdentalcollective967.example,+13676798751,San Diego,CA,540,Dental Services Organization,at_risk,30,organizational_design,at_risk,2024-09-10
Harbour Smile Dentistry,https://harboursmiledentistry968.example,+12995102577,Dallas,TX,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-07-01
Beacon Orthodontics,https://beaconorthodontics.example,+15432367330,San Jose,CA,27,Orthodontics,at_risk,3,organizational_design,at_risk,2024-12-16
Ashford Sports Rehab,https://ashfordsportsrehab970.example,+13382773383,Austin,TX,22,Physical Therapy,active_client,1,organizational_design,healthy,2025-06-12
Maplewood Periodontics,https://maplewoodperiodontics971.example,+17992734948,Jacksonville,FL,6,Periodontics,active_client,1,organizational_design,watchlist,2025-12-13
Bayview Movement Clinic,https://bayviewmovementclinic.example,+12786067050,Fort Worth,TX,18,Physical Therapy,active_client,1,organizational_design,healthy,2026-04-05
Tarrant Dental Studio,https://tarrantdentalstudio.example,+19896199152,Columbus,OH,9,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-11-09
Oakhurst Kids Dental Care,https://oakhurstkidsdentalcare.example,+15603863040,Indianapolis,IN,14,Pediatric Dentistry,at_risk,1,organizational_design,at_risk,2024-11-18
Kingsley Family Dental,https://kingsleyfamilydental975.example,+19549331955,Charlotte,NC,8,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2024-11-14
Tarrant Family Dental,https://tarrantfamilydental976.example,+12083899655,San Francisco,CA,19,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2026-07-06
Wynn Dental Associates,https://wynndentalassociates.example,+14866595266,Seattle,WA,32,DSO,active_client,2,organizational_design,healthy,2025-06-13
Cedar Point Dental Care,https://cedarpointdentalcare978.example,+14968977889,Denver,CO,15,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-04-30
Highpoint Family Dentistry Group,https://highpointfamilydentistrygrou.example,+18989886361,Boston,MA,36,General Dentistry — Group,at_risk,3,organizational_design,at_risk,2025-01-31
Kingsley Family Dentistry Group,https://kingsleyfamilydentistrygroup980.example,+13823531611,El Paso,TX,40,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-01-15
Cavendish Dental Studio,https://cavendishdentalstudio.example,+18082901902,Nashville,TN,15,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-06-15
Fairmont Root Canal Specialists,https://fairmontrootcanalspecialists982.example,+16484741940,Detroit,MI,9,Periodontics,active_client,1,organizational_design,healthy,2024-10-10
Meridian Dental Collective,https://meridiandentalcollective.example,+18822042804,Oklahoma City,OK,216,Dental Services Organization,at_risk,24,organizational_design,at_risk,2025-09-08
Redwood Orthodontic Group,https://redwoodorthodonticgroup984.example,+15224532370,Portland,OR,48,Orthodontics,active_client,4,organizational_design,healthy,2026-05-06
Bayview Braces & Aligners,https://bayviewbracesaligners.example,+12585107065,Las Vegas,NV,30,Orthodontics,active_client,2,organizational_design,healthy,2026-07-14
Tarrant Dental Care Group,https://tarrantdentalcaregroup986.example,+12889374808,Memphis,TN,52,General Dentistry — Group,active_client,4,organizational_design,healthy,2024-12-04
Wynn Surgical Arts,https://wynnsurgicalarts.example,+19874801353,Louisville,KY,18,Oral Surgery,active_client,1,organizational_design,watchlist,2026-03-09
Oakhurst Dental Studio,https://oakhurstdentalstudio.example,+18604305378,Baltimore,MD,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-01-31
Lakeshore Dental Care,https://lakeshoredentalcare989.example,+18863452059,Milwaukee,WI,5,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-22
Kingsley Root Canal Specialists,https://kingsleyrootcanalspecialists.example,+18685199250,Albuquerque,NM,7,Periodontics,active_client,1,organizational_design,healthy,2024-11-05
Wynn Periodontal Specialists,https://wynnperiodontalspecialists.example,+19245269743,Tucson,AZ,13,Periodontics,active_client,1,organizational_design,healthy,2026-04-02
Pinehurst Oral Health Partners,https://pinehurstoralhealthpartners.example,+16872312309,Fresno,CA,507,Dental Services Organization,at_risk,39,organizational_design,at_risk,2025-04-02
Cavendish Dental Care,https://cavendishdentalcare.example,+19096589206,Mesa,AZ,16,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-08-17
Oakhurst Dental Group,https://oakhurstdentalgroup994.example,+13305863639,Sacramento,CA,20,General Dentistry — Group,active_client,2,organizational_design,watchlist,2025-04-13
Oakhurst Dentistry,https://oakhurstdentistry995.example,+17807675431,Atlanta,GA,16,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-04-05
Silverbrook Dental Collective,https://silverbrookdentalcollective996.example,+17949182798,Kansas City,MO,209,Dental Services Organization,active_client,19,organizational_design,healthy,2025-05-10
Ashford Dental Associates,https://ashforddentalassociates997.example,+19132699202,Long Beach,CA,48,General Dentistry — Group,at_risk,3,organizational_design,at_risk,2024-09-14
Harbour Dental Group,https://harbourdentalgroup.example,+12692935324,Raleigh,NC,22,General Dentistry — Group,at_risk,2,organizational_design,at_risk,2025-10-13
Clearwater Orthodontics,https://clearwaterorthodontics999.example,+12198723279,Miami,FL,48,Orthodontics,active_client,4,organizational_design,healthy,2026-01-06
Bayview Specialty Care Partners,https://bayviewspecialtycarepartners.example,+18078824535,Cleveland,OH,13,Medical — Specialty,active_client,1,organizational_design,healthy,2026-03-16
Lockhart Smile Dentistry,https://lockhartsmiledentistry1001.example,+13007484720,New Orleans,LA,12,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-07-12
Cedar Point Children’s Dental,https://cedarpointchildrensdental.example,+18396911321,Arlington,TX,19,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-03-07
Prescott Kids Dental Care,https://prescottkidsdentalcare1003.example,+19536953832,Bakersfield,CA,13,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-08-20
Glenwood Orthodontic Group,https://glenwoodorthodonticgroup1004.example,+17457848898,Tampa,FL,18,Orthodontics,active_client,2,organizational_design,watchlist,2024-12-13
Granville Family Dentistry Group,https://granvillefamilydentistrygrou.example,+12373242077,Aurora,CO,28,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-02-07
Lockhart Oral Surgery Associates,https://lockhartoralsurgeryassociate.example,+17148465580,Santa Ana,CA,10,Oral Surgery,active_client,1,organizational_design,watchlist,2025-05-05
Cavendish Family Dental,https://cavendishfamilydental.example,+17982044252,Anaheim,CA,6,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-13
Northline Dentistry,https://northlinedentistry1008.example,+16138735640,New York,NY,8,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-18
Westgate Braces & Aligners,https://westgatebracesaligners.example,+14307874927,Los Angeles,CA,9,Orthodontics,active_client,1,organizational_design,healthy,2025-10-08
Alder Creek Braces & Aligners,https://aldercreekbracesaligners.example,+19156858264,Chicago,IL,18,Orthodontics,active_client,1,organizational_design,healthy,2025-07-24
Kingsley Smile Dentistry,https://kingsleysmiledentistry.example,+14493768962,Houston,TX,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-09-12
Harbour Specialty Care Partners,https://harbourspecialtycarepartners.example,+12588273365,Phoenix,AZ,10,Medical — Specialty,active_client,1,organizational_design,healthy,2025-05-08
Bramwell Sports Rehab,https://bramwellsportsrehab.example,+19554146089,Philadelphia,PA,6,Physical Therapy,active_client,1,organizational_design,healthy,2026-05-18
Fairmont Dentistry,https://fairmontdentistry.example,+19992584516,San Antonio,TX,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-02-19
Clearwater Dental Associates,https://clearwaterdentalassociates1015.example,+17546605545,San Diego,CA,22,General Dentistry — Group,active_client,2,organizational_design,watchlist,2025-06-22
Sinclair Family Dentistry Group,https://sinclairfamilydentistrygroup1016.example,+17285821650,Dallas,TX,20,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-05-22
Highpoint Oral Surgery Associates,https://highpointoralsurgeryassociat.example,+17485773697,San Jose,CA,14,Oral Surgery,active_client,1,organizational_design,healthy,2024-09-08
Riverstone Dental Group,https://riverstonedentalgroup.example,+17027651507,Austin,TX,36,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-07-15
Glenwood Oral Health Partners,https://glenwoodoralhealthpartners1019.example,+15688399535,Jacksonville,FL,270,Dental Services Organization,active_client,30,organizational_design,healthy,2025-12-04
Redwood Dental Partners,https://redwooddentalpartners.example,+13257425647,Fort Worth,TX,240,Dental Services Organization,active_client,20,organizational_design,healthy,2025-10-23
Thornbury Orthodontics,https://thornburyorthodontics.example,+13805637183,Columbus,OH,22,Orthodontics,active_client,1,organizational_design,healthy,2025-01-07
Redwood Rehab Associates,https://redwoodrehabassociates1022.example,+12083904676,Indianapolis,IN,7,Physical Therapy,active_client,1,organizational_design,healthy,2025-02-02
Sinclair Periodontal Specialists,https://sinclairperiodontalspecialis.example,+19202457794,Charlotte,NC,9,Periodontics,active_client,1,organizational_design,healthy,2025-06-28
Foxfield Periodontics,https://foxfieldperiodontics.example,+13785911621,San Francisco,CA,13,Periodontics,active_client,1,organizational_design,healthy,2024-09-16
Cavendish Rehab Associates,https://cavendishrehabassociates.example,+12902723463,Seattle,WA,16,Physical Therapy,active_client,1,organizational_design,healthy,2025-07-20
Ellswood Dental Care Group,https://ellswooddentalcaregroup1026.example,+14979093096,Denver,CO,44,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-01-19
Glenwood Dental Studio,https://glenwooddentalstudio.example,+15006423545,Boston,MA,14,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2024-08-27
Kingsley Physical Therapy,https://kingsleyphysicaltherapy.example,+14399022684,El Paso,TX,7,,active_client,1,organizational_design,healthy,2024-12-10
Cavendish Root Canal Specialists,https://cavendishrootcanalspecialist1029.example,+12467794523,Nashville,TN,7,Periodontics,active_client,1,organizational_design,healthy,2025-12-16
Stonebridge Dental Care Group,https://stonebridgedentalcaregroup.example,+12086356508,Detroit,MI,56,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-03-13
Nortonville Family Dentistry Group,https://nortonvillefamilydentistrygr1031.example,+14268476762,Oklahoma City,OK,65,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-11-09
Alder Creek Family Dental,https://aldercreekfamilydental1032.example,+12426818679,Portland,OR,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-04-25
Windsor Orthodontic Group,https://windsororthodonticgroup.example,+19188868830,Las Vegas,NV,28,Orthodontics,active_client,2,organizational_design,healthy,2026-05-02
Highpoint Dental Care Group,https://highpointdentalcaregroup.example,+17915998556,Memphis,TN,44,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-11-11
Pinehurst Rehab Associates,https://pinehurstrehabassociates.example,+13099309781,Louisville,KY,5,Physical Therapy,active_client,1,organizational_design,healthy,2024-10-19
Northline Orthodontic Specialists,https://northlineorthodonticspeciali.example,+14937707777,Baltimore,MD,36,Orthodontics,active_client,3,organizational_design,watchlist,2025-06-23
Silverbrook Orthodontics,https://silverbrookorthodontics.example,+17323529934,Milwaukee,WI,24,Orthodontics,active_client,2,organizational_design,healthy,2024-12-28
Beacon Dental Care,https://beacondentalcare1038.example,+18586686046,Albuquerque,NM,22,DSO,at_risk,1,organizational_design,at_risk,2026-03-08
Bayview Dentistry,https://bayviewdentistry1039.example,+16847401580,Tucson,AZ,22,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-11-18
Stonebridge Family Dental,https://stonebridgefamilydental1040.example,+16877468419,Fresno,CA,10,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-05-28
Prescott Dental Alliance,https://prescottdentalalliance1041.example,+13467298338,Mesa,AZ,192,Dental Services Organization,active_client,16,organizational_design,healthy,2025-06-09
Cavendish Braces & Aligners,https://cavendishbracesaligners.example,+13619119281,Sacramento,CA,28,Orthodontics,active_client,2,organizational_design,healthy,2026-01-30
