Deal Name,Amount,Close Date,Associated Company,zia_deal_type,zia_service_type,zia_seats_committed,zia_hours_per_week,zia_expected_launch_date,zia_primary_challenge
Tarrant Family Dentistry Group — Core embed,18082,2026-10-03,tarrantfamilydentistrygroup8755.com,Core,Patient Scheduling;Insurance Verification,1,29,,Communication style
Ridgeway Dentistry — Core embed,16835,2026-08-22,ridgewaydentistry1461.com,Core,Recall & Reactivation;Front Office / Patient Comms,1,27,,Rate
Ellswood Smile Partners — Momentum 2 seats,49882,2026-08-17,ellswoodsmilepartners2248.com,Momentum,Recall & Reactivation;Insurance Verification,2,30,,
Cavendish Family Dentistry Group — Core embed,11223,2026-08-15,cavendishfamilydentistrygrou4684.com,Core,Patient Scheduling;Front Office / Patient Comms,1,18,,
Oakhurst Smile Dentistry — Momentum embed,16627,2026-07-31,oakhurstsmiledentistry6858.com,Momentum,Recall & Reactivation;Patient Scheduling,1,20,2026-08-21,
Harbour Orthodontic Specialists — Core embed,16835,2026-04-23,harbourorthodonticspecialist.com,Core,Front Office / Patient Comms;Records & Charting Support,1,27,,
Sinclair Surgical Arts — Momentum embed,28266,2026-10-03,sinclairsurgicalarts1362.com,Momentum,Treatment Coordination,1,34,,
Wexford Smile Dentistry — Momentum embed,22447,2026-10-11,wexfordsmiledentistry.com,Momentum,Patient Scheduling;Practice Marketing,1,27,,Communication style
Bramwell Dental Partners — Core embed,16835,2026-09-09,bramwelldentalpartners.com,Core,Records & Charting Support;Recall & Reactivation,1,27,,
Belmont Orthodontics — Momentum 2 seats,39905,2026-10-06,belmontorthodontics.com,Momentum,Claims & AR Follow-up;Revenue Cycle / Billing,2,24,,
Westgate Dental Studio — Core embed,13094,2026-05-16,westgatedentalstudio6028.com,Core,Recall & Reactivation;Patient Scheduling,1,21,2026-06-09,
Silverbrook Rehab Associates — Summit embed,32007,2026-10-28,silverbrookrehabassociates.com,Summit,Revenue Cycle / Billing,1,28,,Communication style
Meridian Sleep Medicine — Momentum embed,19121,2025-01-31,meridiansleepmedicine.com,Momentum,Practice Marketing;Claims & AR Follow-up,1,23,2025-02-11,
Cedar Point Dental Studio — Momentum embed,20784,2026-09-29,cedarpointdentalstudio2855.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,25,,Coverage hours mismatch
Alder Creek Dental Collective — Core embed,17459,2026-05-16,aldercreekdentalcollective9520.com,Core,Insurance Verification;Recall & Reactivation,1,28,,Specialty experience
Meridian Root Canal Specialists — Momentum embed,31592,2025-10-17,meridianrootcanalspecialists.com,Momentum,Claims & AR Follow-up;Insurance Verification,1,38,,Client paused decision
Cavendish Surgical Arts — Momentum embed,25772,2026-07-27,cavendishsurgicalarts.com,Momentum,Insurance Verification;Patient Scheduling,1,31,2026-08-17,
Camden Family Dentistry Group — Momentum embed,18290,2025-06-10,camdenfamilydentistrygroup7960.com,Momentum,Revenue Cycle / Billing,1,22,2025-07-06,
Westgate Smile Dentistry — Core embed,15588,2026-09-03,westgatesmiledentistry5051.com,Core,Insurance Verification,1,25,,
Summit Ridge Orthodontic Group — Momentum 2 seats,44893,2025-08-17,summitridgeorthodonticgroup5180.com,Momentum,Treatment Coordination;Practice Marketing,2,27,,
Northline Orthodontic Specialists — Core embed,23070,2025-08-31,northlineorthodonticspeciali9806.com,Core,Records & Charting Support;Front Office / Patient Comms,1,37,2025-09-08,
Meridian Smile Dentistry — Core embed,13094,2026-11-03,meridiansmiledentistry.com,Core,Records & Charting Support,1,21,,
Northline Dental Collective — Momentum embed,28266,2025-07-29,northlinedentalcollective.com,Momentum,Patient Scheduling;Treatment Coordination,1,34,,Specialty experience
Everly Braces & Aligners — Momentum 2 seats,34917,2026-10-29,everlybracesaligners.com,Momentum,Practice Marketing;Recall & Reactivation,2,21,,
Granville Dental Group — Momentum embed,27435,2026-08-17,granvilledentalgroup857.com,Momentum,Recall & Reactivation,1,33,,
Meridian Oral Health Partners — Summit embed,40009,2026-09-13,meridianoralhealthpartners.com,Summit,Office Management;Operations Leadership,1,35,,Communication style
Sinclair Dental Studio — Summit embed,32007,2026-10-18,sinclairdentalstudio.com,Summit,Office Management;Revenue Cycle / Billing,1,28,,
Draycott Family Dental — Core embed,21823,2025-10-06,draycottfamilydental1998.com,Core,Recall & Reactivation;Patient Scheduling,1,35,,Client paused decision
Everly Oral & Maxillofacial Surgery — Momentum embed,24109,2026-08-19,everlyoralmaxillofacialsurge.com,Momentum,Recall & Reactivation;Practice Marketing,1,29,,
Granville Family Dentistry Group — Summit embed,30864,2026-03-02,granvillefamilydentistrygrou.com,Summit,Office Management;Claims & AR Follow-up,1,27,2026-03-24,
Highpoint Dental Care — Momentum embed,18290,2025-05-12,highpointdentalcare.com,Momentum,Practice Marketing;Treatment Coordination,1,22,2025-06-01,
Tarrant Oral Health Partners — Momentum embed,29929,2026-03-30,tarrantoralhealthpartners.com,Momentum,Treatment Coordination;Insurance Verification,1,36,,Coverage hours mismatch
Harbour Orthodontic Group — Core embed,13717,2025-09-27,harbourorthodonticgroup9217.com,Core,Records & Charting Support;Patient Scheduling,1,22,2025-10-13,
Meridian Family Dentistry Group — Momentum embed,22447,2026-09-13,meridianfamilydentistrygroup.com,Momentum,Patient Scheduling;Treatment Coordination,1,27,,
Silverbrook Dental Group — Momentum embed,30760,2026-06-17,silverbrookdentalgroup9230.com,Momentum,Revenue Cycle / Billing;Patient Scheduling,1,37,2026-06-24,
Stonebridge Dental Associates — Momentum 3 seats,92281,2026-09-15,stonebridgedentalassociates4000.com,Momentum,Recall & Reactivation;Treatment Coordination,3,37,,
Stonebridge Kids Dental Care — Core embed,14341,2026-06-14,stonebridgekidsdentalcare.com,Core,Records & Charting Support;Insurance Verification,1,23,2026-07-11,
Kingsley Dental Collective — Momentum embed,19953,2025-06-27,kingsleydentalcollective6476.com,Momentum,Claims & AR Follow-up;Recall & Reactivation,1,24,2025-07-16,
Brookvale Dentistry — Core embed,18082,2026-08-22,brookvaledentistry7424.com,Core,Records & Charting Support;Insurance Verification,1,29,,
Stonebridge Dental Partners — Core embed,11223,2025-06-30,stonebridgedentalpartners6664.com,Core,Records & Charting Support;Front Office / Patient Comms,1,18,2025-07-15,
Granville Dentistry — Core 2 seats,34917,2025-01-03,granvilledentistry6469.com,Core,Recall & Reactivation,2,28,2025-01-24,
Camden Family Dental — Momentum embed,20784,2026-05-28,camdenfamilydental345.com,Momentum,Insurance Verification;Treatment Coordination,1,25,2026-06-09,
Cavendish Surgical Arts — Momentum embed,26604,2026-09-05,cavendishsurgicalarts.com,Momentum,Claims & AR Follow-up;Patient Scheduling,1,32,,Client paused decision
Highpoint Dental Studio — Core embed,17459,2026-11-12,highpointdentalstudio5348.com,Core,Patient Scheduling;Records & Charting Support,1,28,,
Bramwell Dental Collective — Core embed,16835,2026-02-09,bramwelldentalcollective352.com,Core,Insurance Verification;Front Office / Patient Comms,1,27,2026-02-16,
Bramwell Dentistry — Summit embed,35437,2025-11-10,bramwelldentistry541.com,Summit,Operations Leadership;Revenue Cycle / Billing,1,31,,
Glenwood Dental Studio — Core embed,15588,2025-05-14,glenwooddentalstudio3464.com,Core,Patient Scheduling;Front Office / Patient Comms,1,25,2025-06-09,
Draycott Smile Dentistry — Momentum embed,19953,2026-09-12,draycottsmiledentistry.com,Momentum,Recall & Reactivation;Patient Scheduling,1,24,,Coverage hours mismatch
Camden Braces & Aligners — Momentum embed,24941,2026-11-06,camdenbracesaligners4152.com,Momentum,Recall & Reactivation;Treatment Coordination,1,30,,
Everly Dental Studio — Core embed,18082,2025-07-27,everlydentalstudio8499.com,Core,Front Office / Patient Comms;Patient Scheduling,1,29,2025-08-22,
Kingsley Family Dental — Core embed,16212,2026-08-14,kingsleyfamilydental.com,Core,Insurance Verification;Front Office / Patient Comms,1,26,,
Thornbury Dental Studio — Momentum embed,19953,2025-10-19,thornburydentalstudio8511.com,Momentum,Patient Scheduling;Claims & AR Follow-up,1,24,,
Wynn Dentistry — Momentum embed,14133,2025-07-20,wynndentistry7102.com,Momentum,Patient Scheduling;Insurance Verification,1,17,2025-07-28,
Meridian Dental Group — Summit embed,35437,2026-02-14,meridiandentalgroup1370.com,Summit,Claims & AR Follow-up;Office Management,1,31,2026-02-26,
Westgate Family Dental — Momentum 2 seats,38243,2026-10-23,westgatefamilydental6647.com,Momentum,Practice Marketing;Claims & AR Follow-up,2,23,,Rate
Bramwell Smile Dentistry — Momentum 2 seats,59858,2026-05-21,bramwellsmiledentistry2546.com,Momentum,Insurance Verification;Recall & Reactivation,2,36,2026-06-17,
Harbour Periodontics — Summit embed,24006,2025-04-24,harbourperiodontics.com,Summit,Revenue Cycle / Billing,1,21,2025-05-12,
Belmont Rehab Associates — Core 2 seats,32423,2026-11-17,belmontrehabassociates4946.com,Core,Records & Charting Support;Front Office / Patient Comms,2,26,,
Tarrant Family Dentistry Group — Momentum embed,24941,2025-09-03,tarrantfamilydentistrygroup9671.com,Momentum,Treatment Coordination,1,30,2025-09-12,
Fairmont Dental Collective — Momentum embed,20784,2026-09-18,fairmontdentalcollective.com,Momentum,Revenue Cycle / Billing;Treatment Coordination,1,25,,
Summit Ridge Oral Health Partners — Momentum embed,16627,2026-02-09,summitridgeoralhealthpartner4496.com,Momentum,Claims & AR Follow-up;Treatment Coordination,1,20,2026-02-26,
Silverbrook Orthodontics — Momentum embed,22447,2026-09-21,silverbrookorthodontics1518.com,Momentum,Claims & AR Follow-up;Practice Marketing,1,27,,
Ellswood Dental Care — Momentum embed,24109,2026-10-19,ellswooddentalcare1912.com,Momentum,Claims & AR Follow-up;Insurance Verification,1,29,,
Hollis Dental Group — Momentum embed,18290,2026-10-02,hollisdentalgroup5729.com,Momentum,Practice Marketing,1,22,,Client paused decision
Summit Ridge Dental Associates — Core embed,15588,2026-10-20,summitridgedentalassociates.com,Core,Records & Charting Support;Insurance Verification,1,25,,
Ashford Periodontics — Momentum embed,22447,2025-08-16,ashfordperiodontics5855.com,Momentum,Treatment Coordination;Practice Marketing,1,27,,
Wynn Dental Partners — Momentum embed,21615,2025-04-25,wynndentalpartners.com,Momentum,Treatment Coordination;Practice Marketing,1,26,2025-05-09,
Ellswood Dental Studio — Momentum embed,19953,2025-03-11,ellswooddentalstudio7293.com,Momentum,Practice Marketing;Patient Scheduling,1,24,,Specialty experience
Bramwell ENT Associates — Summit embed,38866,2026-04-16,bramwellentassociates6968.com,Summit,Operations Leadership;Claims & AR Follow-up,1,34,,Coverage hours mismatch
Sinclair Oral Health Partners — Momentum embed,26604,2026-05-05,sinclairoralhealthpartners3344.com,Momentum,Revenue Cycle / Billing;Recall & Reactivation,1,32,2026-06-02,
Lakeshore Dental Partners — Momentum 2 seats,41568,2025-11-08,lakeshoredentalpartners4484.com,Momentum,Recall & Reactivation,2,25,,
Thornbury Dentistry — Core embed,23694,2025-04-15,thornburydentistry4898.com,Core,Patient Scheduling;Recall & Reactivation,1,38,,
Highpoint Movement Clinic — Core embed,14341,2026-10-22,highpointmovementclinic5709.com,Core,Recall & Reactivation;Patient Scheduling,1,23,,
Bramwell Oral Health Partners — Core 2 seats,27435,2026-08-20,bramwelloralhealthpartners9484.com,Core,Insurance Verification,2,22,,
Bayview Dental Associates — Momentum embed,23278,2025-04-30,bayviewdentalassociates4675.com,Momentum,Claims & AR Follow-up;Treatment Coordination,1,28,2025-05-25,
Prescott Dental Group — Core embed,21200,2026-11-24,prescottdentalgroup4697.com,Core,Insurance Verification,1,34,,
Silverbrook Orthodontic Group — Momentum embed,19953,2026-10-31,silverbrookorthodonticgroup1663.com,Momentum,Claims & AR Follow-up;Insurance Verification,1,24,,
Meridian Pediatric Dentistry — Summit 3 seats,123457,2026-10-25,meridianpediatricdentistry9024.com,Summit,Claims & AR Follow-up;Office Management,3,36,,
Lakeshore Sports Rehab — Summit embed,38866,2025-10-03,lakeshoresportsrehab6192.com,Summit,Office Management;Revenue Cycle / Billing,1,34,,Specialty experience
Redwood Endodontic Associates — Core embed,15588,2026-11-18,redwoodendodonticassociates.com,Core,Front Office / Patient Comms;Patient Scheduling,1,25,,
Harbour Movement Clinic — Summit embed,28578,2025-05-10,harbourmovementclinic6380.com,Summit,Revenue Cycle / Billing;Claims & AR Follow-up,1,25,2025-06-05,
